ID,BorBetter_79,ENVIRONMENTAL.STRUCTURE.....1..._count,ENVIRONMENTAL.STRUCTURE.....2..._count,ENVIRONMENTAL.STRUCTURE.....3..._count,ENVIRONMENTAL.STRUCTURE.....4..._count,ENVIRONMENTAL.STRUCTURE..._count,LECTURE.NOTES.COMPLETE.....1..._count,LECTURE.NOTES.COMPLETE.....2..._count,LECTURE.NOTES.COMPLETE.....3..._count,LECTURE.NOTES.COMPLETE.....4..._count,LECTURE.NOTES.COMPLETE..._count,MONITORING.LEARNING...SELF.ASSESSMENT.....1..._count,MONITORING.LEARNING...SELF.ASSESSMENT.....2..._count,MONITORING.LEARNING...SELF.ASSESSMENT.....3..._count,MONITORING.LEARNING...SELF.ASSESSMENT.....4..._count,MONITORING.LEARNING...SELF.ASSESSMENT..._count,MONITORING.PERFORMANCE.....1..._count,MONITORING.PERFORMANCE.....2..._count,MONITORING.PERFORMANCE.....3..._count,MONITORING.PERFORMANCE.....4..._count,MONITORING.PERFORMANCE..._count,MONITORING.PROCESS.....1..._count,MONITORING.PROCESS.....2..._count,MONITORING.PROCESS.....3..._count,MONITORING.PROCESS.....4..._count,MONITORING.PROCESS..._count,MONITORING.PROGRESS.....1..._count,MONITORING.PROGRESS.....2..._count,MONITORING.PROGRESS.....3..._count,MONITORING.PROGRESS.....4..._count,MONITORING.PROGRESS..._count,PEER.DISCUSSION.....1..._count,PEER.DISCUSSION.....2..._count,PEER.DISCUSSION.....3..._count,PEER.DISCUSSION.....4..._count,PEER.DISCUSSION..._count,PLANNING.....1..._count,PLANNING.....2..._count,PLANNING.....3..._count,PLANNING.....4..._count,PLANNING..._count,POLICY.....1..._count,POLICY.....2..._count,POLICY.....3..._count,POLICY.....4..._count,POLICY..._count
518,0,2,0,1,0,3,0,0,0,14,14,0,0,0,25,25,1,0,0,0,1,0,0,0,0,0,0,3,0,2,5,0,1,0,0,1,2,0,4,10,16,0,0,0,0,0
519,0,3,0,0,1,4,10,0,0,11,21,0,0,0,3,3,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,11,0,0,0,0,0
520,0,1,0,0,0,1,2,4,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,10,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0
521,0,1,0,0,0,1,12,12,0,2,26,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7,0,0,0,7,0,0,0,0,0
522,0,0,0,0,1,1,2,6,0,2,10,0,0,15,12,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,8,0,0,0,0,0
523,0,1,1,0,1,3,7,29,12,5,53,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,8,3,0,13,24,0,0,0,0,0
524,0,1,1,0,0,2,0,0,0,0,0,5,0,10,0,15,0,0,1,3,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,10,0,2,4,16,0,0,0,0,0
525,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,5,6,0,0,0,2,2,0,0,0,3,3,0,0,0,0,0,0,1,0,7,8,0,0,0,0,0
526,1,0,0,0,0,0,2,6,4,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,11,0,0,0,0,0
527,0,1,0,0,1,2,9,2,2,2,15,3,15,5,34,57,0,0,0,0,0,2,0,0,0,2,2,0,0,0,2,0,0,0,0,0,19,0,7,6,32,0,0,0,0,0
528,1,0,1,0,0,1,0,8,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,12,0,0,0,0,0
529,1,2,0,0,0,2,4,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0
530,1,1,5,0,0,6,2,6,6,8,22,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,4,0,0,3,7,0,0,0,0,0,3,7,2,5,17,0,0,0,0,0
531,0,0,1,0,1,2,7,3,4,8,22,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,5,5,1,15,0,0,0,0,0
532,0,0,1,0,0,1,2,2,0,12,16,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
533,0,6,2,0,0,8,14,10,4,4,32,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,4,0,2,0,6,1,0,0,0,1,22,0,1,2,25,0,0,0,0,0
534,1,1,1,0,1,3,14,0,0,5,19,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,8,0,0,2,10,0,0,0,0,0
535,0,1,0,0,0,1,4,0,0,4,8,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,0,0,0,0,0
536,1,1,0,0,0,1,2,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,4,0,0,0,0,0
537,0,1,0,0,0,1,0,0,0,4,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,9,0,0,0,0,0
538,0,2,0,1,1,4,12,0,30,0,42,0,6,0,91,97,0,0,0,0,0,0,0,0,3,3,2,0,0,3,5,0,0,0,0,0,2,0,3,0,5,0,0,0,0,0
539,1,1,0,2,0,3,4,2,2,4,12,0,0,0,17,17,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,11,0,0,0,0,0
540,1,0,2,0,0,2,2,4,6,6,18,0,7,5,10,22,0,0,0,1,1,0,0,0,0,0,0,3,2,3,8,0,0,0,0,0,2,4,8,8,22,0,0,0,0,0
541,0,1,0,0,0,1,0,6,6,14,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,1,0,20,0,0,0,0,0
542,1,0,0,0,2,2,4,0,4,7,15,0,0,0,0,0,0,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,7,0,0,0,0,0
543,0,0,1,0,1,2,0,0,2,12,14,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,7,0,1,13,0,0,0,0,0
544,1,2,3,0,1,6,12,0,2,4,18,0,32,35,115,182,0,1,0,0,1,0,3,0,3,6,2,3,4,4,13,1,0,0,0,1,6,2,16,9,33,0,0,0,0,0
545,1,1,0,2,0,3,10,0,2,10,22,0,0,0,37,37,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,23,8,6,62,0,0,0,0,0
546,1,0,0,0,0,0,0,0,0,0,0,0,0,80,0,80,0,1,0,5,6,0,0,0,4,4,0,0,0,5,5,0,0,0,0,0,2,0,0,4,6,0,0,0,0,0
547,1,2,0,0,2,4,4,0,0,8,12,2,0,0,0,2,0,0,0,0,0,5,0,0,0,5,2,0,0,2,4,0,0,0,0,0,11,0,0,0,11,0,0,0,0,0
548,0,1,1,0,0,2,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,4,0,0,0,0,0,23,0,2,0,25,0,0,0,0,0
549,1,1,0,0,2,3,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,6,0,4,0,10,0,0,0,0,0
550,1,0,1,0,0,1,0,2,0,4,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,4,0,0,0,0,0
551,0,1,0,0,0,1,2,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,10,0,0,6,16,0,0,0,0,0
552,1,1,1,0,0,2,4,4,2,8,18,5,12,0,11,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,0
553,1,1,0,3,1,5,2,4,3,7,16,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,2,14,0,0,0,0,0
554,1,1,1,0,0,2,2,2,0,10,14,0,0,0,65,65,0,0,0,1,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0
555,0,1,0,0,0,1,0,6,4,0,10,0,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,7,0,0,0,0,0
556,1,2,0,0,0,2,4,2,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,2,1,13,0,0,0,0,0
557,0,1,1,1,0,3,0,0,0,0,0,0,0,0,17,17,0,0,1,2,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8,0,6,16,30,2,0,0,0,2
558,1,0,1,0,0,1,0,0,0,4,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,2,20,0,0,0,0,0
559,1,0,0,4,1,5,6,4,4,0,14,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,2,4,0,0,6,0,0,0,0,0,4,8,7,1,20,0,0,0,0,0
560,1,1,0,1,1,3,8,2,4,4,18,5,0,0,0,5,0,1,1,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,1,11,0,0,0,0,0
561,1,1,0,0,0,1,0,0,0,8,8,0,0,0,53,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0
562,0,0,0,0,1,1,0,4,2,6,12,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
563,1,3,1,3,2,9,6,0,4,2,12,0,12,19,99,130,3,0,3,5,11,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,1,1,8,0,0,0,0,0
564,0,0,0,5,1,6,0,2,4,2,8,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,4,0,0,0,0,0
565,1,1,0,0,1,2,0,0,0,4,4,0,0,0,54,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,13,25,0,0,0,0,0
566,0,0,0,1,0,1,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,2,0,0,0,0,0
567,1,0,0,2,1,3,10,0,0,0,10,0,0,0,41,41,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,6,10,0,0,0,0,0
568,0,1,0,0,0,1,0,6,2,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0
569,1,0,0,1,1,2,0,0,0,15,15,0,5,0,27,32,0,1,1,1,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,4,5,16,31,0,0,0,0,0
570,0,1,0,1,0,2,4,4,2,2,12,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,13,0,0,0,0,0
571,0,1,1,0,2,4,2,0,8,6,16,0,0,15,164,179,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,5,4,27,0,0,0,0,0
572,1,1,0,1,2,4,4,4,2,2,12,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11,1,14,0,0,0,0,0
573,0,4,3,3,0,10,3,4,4,1,12,0,0,0,0,0,0,2,1,2,5,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,6,7,4,9,26,0,0,0,0,0
574,0,1,0,0,0,1,8,6,10,12,36,0,0,0,5,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,4,0,0,0,0,0
575,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,0,0,0,0,0
576,1,0,0,1,0,1,4,6,0,8,18,0,0,0,25,25,0,0,0,0,0,0,0,0,4,4,0,0,0,4,4,0,0,0,0,0,3,0,0,19,22,0,0,0,0,0
577,0,0,0,1,0,1,10,2,14,12,38,0,0,0,25,25,0,0,1,0,1,2,0,0,0,2,8,0,0,0,8,0,0,0,0,0,6,0,0,4,10,0,0,0,0,0
578,1,2,0,0,0,2,5,0,0,0,5,0,0,0,0,0,1,0,0,2,3,0,0,0,0,0,2,0,0,3,5,1,0,0,0,1,13,0,2,6,21,0,0,0,0,0
579,0,1,0,0,1,2,3,0,1,6,10,1,0,1,0,2,0,4,3,1,8,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,1,2,2,7,1,0,0,0,1
580,1,0,1,1,2,4,0,4,4,6,14,10,5,0,71,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,14,16,0,0,0,0,0
581,1,0,5,0,0,5,0,0,0,8,8,0,2,0,0,2,0,0,0,0,0,0,2,0,0,2,0,2,0,4,6,0,0,0,0,0,2,23,0,2,27,0,0,0,0,0
582,0,0,2,0,4,6,0,1,6,0,7,0,0,10,0,10,0,1,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,10,0,0,0,0,0
583,0,1,0,1,1,3,5,4,4,6,19,5,7,0,7,19,0,1,0,0,1,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,7,0,3,2,12,3,0,0,0,3
584,0,1,0,0,1,2,2,4,4,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,6,0,0,0,0,0
585,0,0,1,0,1,2,2,2,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,5,4,0,0,9,0,0,0,0,0
586,0,0,0,1,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,0,0,0,0,0
587,0,0,1,0,0,1,0,4,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
588,1,1,0,3,2,6,0,0,4,8,12,0,0,0,3,3,2,0,1,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,2,3,0,9,0,0,0,0,0
589,0,1,0,1,2,4,2,0,2,0,4,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,4,0,0,0,0,0
590,0,0,1,1,0,2,0,4,4,2,10,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7,0,0,0,0,0
591,0,0,0,0,0,0,0,0,0,10,10,0,0,3,25,28,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,2,6,8,0,0,0,0,0
592,0,0,0,0,1,1,6,2,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,13,0,0,0,0,0
593,1,0,0,0,0,0,18,2,0,0,20,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,8,0,0,0,0,0
594,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,4,0,0,0,0,0,8,4,0,0,12,0,0,0,0,0
595,0,0,1,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,13,0,0,0,13,0,0,0,0,0
596,0,0,1,0,1,2,12,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,0,1,5,8,0,0,0,0,0
597,0,3,1,0,3,7,8,8,4,2,22,0,0,0,0,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,6,2,5,13,26,0,0,0,0,0
598,1,0,1,0,0,1,0,6,0,12,18,0,0,0,12,12,0,0,0,0,0,0,0,2,0,2,0,0,6,0,6,1,0,0,0,1,0,3,8,12,23,0,0,0,0,0
599,1,1,1,3,0,5,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,7,0,0,0,0,0
600,1,3,0,1,0,4,2,6,4,16,28,0,0,0,0,0,0,4,2,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,3,7,17,0,0,0,0,0
601,1,0,0,1,0,1,0,0,0,22,22,0,0,0,12,12,0,1,1,4,6,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,2,1,6,17,26,0,0,0,0,0
602,0,2,4,0,2,8,9,4,2,2,17,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,0,0,0,0,0
603,0,2,1,4,2,9,0,0,0,5,5,0,0,0,1,1,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,0,2,6,0,0,0,0,0
604,0,1,1,1,1,4,5,17,4,10,36,0,0,0,0,0,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,10,7,2,6,25,0,0,0,1,1
605,1,0,1,0,2,3,7,6,4,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,5,0,0,0,0,0
606,0,2,0,4,4,10,7,6,9,14,36,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,8,13,1,0,22,0,0,0,0,0
607,0,0,0,0,2,2,6,6,2,2,16,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,21,35,0,0,0,0,0
608,1,0,3,1,1,5,0,2,0,11,13,0,8,49,145,202,0,0,0,1,1,0,0,0,4,4,0,10,0,8,18,0,0,0,0,0,0,7,3,22,32,0,0,0,0,0
609,0,1,0,0,0,1,6,26,0,2,34,0,0,0,54,54,0,0,0,0,0,0,0,0,0,0,7,0,0,6,13,0,0,0,0,0,13,4,2,0,19,0,0,0,0,0
610,1,0,0,1,0,1,0,11,0,2,13,0,13,19,32,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,8,1,15,0,0,0,0,0
611,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0
612,1,0,1,0,0,1,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,9,0,9,0,18,0,0,0,0,0
613,0,1,0,2,1,4,0,0,4,8,12,0,0,0,5,5,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,9,14,0,0,0,0,0
614,0,0,0,1,0,1,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,6,0,0,0,0,0
615,0,4,1,0,0,5,10,2,6,2,20,6,0,0,5,11,0,0,0,0,0,0,3,0,3,6,2,0,0,0,2,0,0,0,0,0,8,0,0,12,20,0,0,0,0,0
616,1,1,1,0,0,2,4,8,0,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,10,0,0,0,0,0
617,0,0,2,1,0,3,0,12,2,8,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,2,2,8,0,12,0,0,0,0,0
618,1,1,0,1,0,2,10,9,0,0,19,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,9,1,1,2,13,0,0,0,0,0
619,0,0,0,1,3,4,10,0,0,6,16,2,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,9,1,0,10,20,0,0,0,0,0
620,1,0,0,1,0,1,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0
621,1,4,1,0,0,5,0,8,0,11,19,0,0,0,0,0,1,1,0,1,3,0,0,0,0,0,2,5,3,0,10,0,1,0,0,1,23,10,6,4,43,0,0,0,0,0
622,0,2,0,3,0,5,6,8,0,6,20,3,0,8,17,28,2,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,12,22,0,0,0,0,0
623,1,1,0,0,1,2,10,4,6,8,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,7,3,5,15,0,0,0,0,0
624,1,0,1,1,0,2,0,4,0,0,4,0,2,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,4,8,0,0,0,0,0
625,1,1,1,0,1,3,6,8,4,0,18,5,7,0,116,128,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,5,14,0,0,0,0,0
626,1,0,0,1,0,1,0,8,5,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,2,2,2,0,6,0,0,0,0,0
627,0,2,0,0,0,2,4,2,0,14,20,2,5,0,0,7,0,0,0,0,0,0,3,0,0,3,0,3,0,0,3,0,0,0,0,0,2,10,0,16,28,0,0,0,0,0
628,0,2,0,2,2,6,4,0,0,21,25,0,0,0,31,31,1,0,0,0,1,0,0,0,0,0,2,0,0,23,25,0,0,0,0,0,9,0,2,16,27,0,0,0,0,0
629,0,0,1,0,0,1,2,6,0,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,6,24,0,0,0,0,0
630,1,0,0,2,0,2,0,0,0,24,24,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,1,2,0,3,5,10,0,0,0,0,0
631,1,3,3,0,0,6,0,6,4,10,20,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,2,0,1,0,0,1,12,3,1,0,16,0,0,0,0,0
632,0,0,0,1,0,1,4,10,2,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,4,0,0,0,0,0
633,1,0,0,0,1,1,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,2,0,6,6,14,0,0,0,0,0
634,0,0,0,1,2,3,2,6,2,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,11,13,0,0,0,0,0
635,0,1,0,0,0,1,2,6,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,2,12,0,0,0,0,0
636,0,0,1,0,0,1,0,2,4,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,8,11,0,0,0,0,0
637,0,2,2,0,0,4,11,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,8,0,0,0,0,0
638,0,0,1,1,0,2,4,2,0,0,6,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,2,0,4,0,6,0,0,0,0,0
639,0,0,2,2,3,7,2,4,2,2,10,0,8,0,53,61,0,1,0,1,2,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,4,1,8,14,0,0,0,0,0
640,0,0,1,4,1,6,0,10,0,0,10,0,0,0,19,19,0,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,10,0,0,0,0,0
641,0,0,2,0,0,2,2,2,8,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,5,0,0,0,0,0
642,1,0,2,0,0,2,4,2,2,2,10,0,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,2,17,0,0,0,0,0
643,0,0,0,2,0,2,2,2,0,14,18,0,0,8,57,65,0,0,1,1,2,0,0,0,0,0,0,0,5,4,9,0,0,1,0,1,2,0,13,4,19,0,0,0,0,0
644,0,1,7,1,2,11,2,4,0,12,18,0,0,0,0,0,2,2,1,2,7,0,3,0,0,3,0,5,0,0,5,0,1,0,0,1,1,13,0,23,37,0,0,0,0,0
645,0,0,1,0,0,1,0,0,8,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0
646,0,0,0,1,0,1,0,6,10,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0
647,1,0,0,1,0,1,0,8,4,6,18,0,0,0,20,20,0,0,0,0,0,0,0,2,0,2,0,0,8,3,11,0,0,0,0,0,5,2,18,0,25,0,0,0,0,0
648,0,1,1,2,3,7,2,0,4,7,13,0,0,0,0,0,0,1,0,1,2,0,0,0,1,1,0,0,0,0,0,1,1,0,0,2,6,0,0,10,16,0,0,0,0,0
649,0,3,1,2,2,8,0,17,8,2,27,0,0,0,0,0,0,3,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,1,1,16,0,0,0,0,0
650,0,2,0,0,0,2,5,2,0,2,9,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,14,0,1,0,15,0,0,0,0,0
651,1,1,0,0,1,2,0,0,0,0,0,5,0,0,28,33,0,0,1,0,1,0,0,0,0,0,0,0,0,3,3,1,0,0,0,1,6,0,5,9,20,0,0,0,0,0
652,1,1,0,0,0,1,4,10,0,15,29,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,10,16,0,0,0,0,0
653,0,1,4,0,0,5,0,2,12,6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,6,6,3,1,16,0,0,0,0,0
654,0,0,2,3,1,6,0,8,0,13,21,3,0,0,19,22,0,5,4,3,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,3,0,7,12,0,0,0,0,0
655,0,1,0,0,1,2,2,0,7,10,19,0,0,0,0,0,0,0,0,1,1,2,0,0,3,5,2,0,2,0,4,0,0,0,0,0,10,0,0,20,30,0,0,0,0,0
656,0,1,1,0,0,2,4,0,2,0,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,14,0,18,0,0,0,0,0
