ID,BorBetter_79,ENVIRONMENTAL.STRUCTURE.....1..._count,ENVIRONMENTAL.STRUCTURE.....2..._count,ENVIRONMENTAL.STRUCTURE.....3..._count,ENVIRONMENTAL.STRUCTURE.....4..._count,ENVIRONMENTAL.STRUCTURE..._count,LECTURE.NOTES.COMPLETE.....1..._count,LECTURE.NOTES.COMPLETE.....2..._count,LECTURE.NOTES.COMPLETE.....3..._count,LECTURE.NOTES.COMPLETE.....4..._count,LECTURE.NOTES.COMPLETE..._count,MONITORING.LEARNING...SELF.ASSESSMENT.....1..._count,MONITORING.LEARNING...SELF.ASSESSMENT.....2..._count,MONITORING.LEARNING...SELF.ASSESSMENT.....3..._count,MONITORING.LEARNING...SELF.ASSESSMENT.....4..._count,MONITORING.LEARNING...SELF.ASSESSMENT..._count,MONITORING.PERFORMANCE.....1..._count,MONITORING.PERFORMANCE.....2..._count,MONITORING.PERFORMANCE.....3..._count,MONITORING.PERFORMANCE.....4..._count,MONITORING.PERFORMANCE..._count,MONITORING.PROCESS.....1..._count,MONITORING.PROCESS.....2..._count,MONITORING.PROCESS.....3..._count,MONITORING.PROCESS.....4..._count,MONITORING.PROCESS..._count,MONITORING.PROGRESS.....1..._count,MONITORING.PROGRESS.....2..._count,MONITORING.PROGRESS.....3..._count,MONITORING.PROGRESS.....4..._count,MONITORING.PROGRESS..._count,PEER.DISCUSSION.....1..._count,PEER.DISCUSSION.....2..._count,PEER.DISCUSSION.....3..._count,PEER.DISCUSSION.....4..._count,PEER.DISCUSSION..._count,PLANNING.....1..._count,PLANNING.....2..._count,PLANNING.....3..._count,PLANNING.....4..._count,PLANNING..._count,POLICY.....1..._count,POLICY.....2..._count,POLICY.....3..._count,POLICY.....4..._count,POLICY..._count
379,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,4,0,0,0,0,0
380,1,0,0,0,0,0,0,6,12,11,29,0,3,0,19,22,0,0,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,8,3,0,0,11,0,0,0,0,0
381,0,0,0,0,0,0,4,2,2,2,10,0,5,0,10,15,0,1,4,2,7,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,6,6,2,14,0,0,0,0,0
382,0,0,0,0,0,0,12,10,21,12,55,5,0,2,0,7,1,1,5,7,14,3,0,0,0,3,3,0,0,0,3,1,0,0,0,1,14,2,2,7,25,0,0,0,0,0
383,0,0,3,2,0,5,0,6,22,10,38,0,0,0,0,0,0,0,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,3,14,0,0,0,0,0
384,1,0,1,1,1,3,12,0,2,22,36,4,2,13,0,19,0,2,4,3,9,0,0,4,0,4,0,0,0,0,0,0,0,1,0,1,5,0,1,1,7,0,0,0,0,0
385,1,0,0,0,0,0,6,6,2,0,14,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,12,6,2,2,22,0,0,0,0,0
386,0,0,0,0,0,0,0,3,0,0,3,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,6,0,0,0,0,0
387,1,0,0,0,0,0,54,0,0,0,54,10,0,19,12,41,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,1,2,3,0,20,1,24,1,0,0,0,1
388,1,0,0,0,0,0,21,6,7,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,2,0,0,0,2,2,2,3,0,7,0,0,0,0,0
389,1,0,0,0,0,0,8,7,5,8,28,0,0,8,16,24,0,0,2,0,2,0,0,0,3,3,2,0,0,3,5,1,1,0,0,2,6,2,0,14,22,0,0,0,0,0
390,1,1,0,1,0,2,18,0,0,0,18,0,9,0,11,20,0,3,2,3,8,2,0,0,0,2,0,0,0,3,3,1,0,0,0,1,5,0,0,0,5,0,0,0,0,0
391,1,0,0,0,0,0,2,7,6,4,19,0,0,0,0,0,0,1,0,1,2,2,0,0,0,2,2,0,0,0,2,0,0,0,0,0,5,2,1,0,8,0,0,0,0,0
392,1,0,0,0,2,2,0,15,0,5,20,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,8,9,0,0,0,0,0
393,0,0,0,0,0,0,6,2,0,4,12,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,14,1,0,0,0,1
394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0
395,0,1,0,0,0,1,2,0,0,0,2,0,0,0,60,60,0,0,0,4,4,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,7,0,0,29,36,0,0,0,0,0
396,1,0,1,0,0,1,4,6,4,8,22,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,8,4,0,0,12,0,0,0,0,0
397,0,0,0,1,2,3,2,0,0,0,2,0,0,0,10,10,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,9,0,0,0,0,0
398,0,0,1,0,0,1,14,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,12,0,0,0,12,0,0,0,0,0
399,1,1,0,3,0,4,13,2,0,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,4,0,0,0,0,0,19,3,1,13,36,0,0,0,0,0
400,1,0,2,1,0,3,0,2,0,18,20,0,5,0,3,8,0,0,1,3,4,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,3,6,4,0,13,0,0,0,0,0
401,1,1,0,0,0,1,14,8,0,2,24,0,0,0,15,15,0,2,3,0,5,2,0,0,0,2,0,0,0,3,3,1,0,0,0,1,6,1,1,3,11,0,0,0,0,0
402,1,1,0,0,0,1,14,0,4,0,18,8,17,14,26,65,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,0,14,3,8,7,32,0,0,0,0,0
403,1,2,2,2,0,6,10,0,0,2,12,0,0,0,0,0,1,0,4,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,5,0,0,0,0,0
404,1,1,0,0,1,2,14,0,4,6,24,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,3,7,2,0,20,29,0,0,0,0,0
405,1,0,1,0,0,1,8,2,2,2,14,0,10,10,36,56,0,1,0,2,3,0,0,0,2,2,2,3,2,5,12,0,0,0,0,0,6,2,3,19,30,0,0,0,0,0
406,0,0,1,1,0,2,4,19,0,0,23,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,0,4,22,0,0,0,0,0
407,1,0,1,1,1,3,2,30,10,14,56,0,0,0,28,28,0,1,1,3,5,0,0,0,0,0,2,0,19,2,23,0,0,0,0,0,5,0,21,3,29,0,0,0,0,0
408,1,1,0,0,0,1,10,0,2,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,6,0,0,0,0,0,7,2,10,2,21,0,0,0,0,0
409,0,1,0,0,0,1,2,4,2,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,1,5,4,2,10,21,0,0,0,0,0
410,0,1,1,1,1,4,4,0,4,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,1,1,7,0,0,0,0,0
411,0,2,0,3,0,5,6,4,8,10,28,0,12,0,22,34,0,0,0,0,0,0,0,3,0,3,0,0,8,0,8,0,0,1,0,1,6,3,14,10,33,0,0,0,0,0
412,0,0,0,0,0,0,6,2,0,4,12,0,0,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,4,0,0,0,0,0
413,0,0,0,0,2,2,0,0,0,11,11,0,3,0,0,3,0,0,0,1,1,0,4,0,0,4,0,5,0,6,11,0,0,0,0,0,0,3,0,2,5,0,0,0,0,0
414,1,0,4,1,1,6,12,0,2,0,14,0,7,0,7,14,0,1,2,0,3,0,0,0,0,0,2,8,0,5,15,0,1,0,0,1,23,2,1,3,29,0,0,0,0,0
415,0,1,0,1,1,3,2,34,0,2,38,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,1,0,0,0,1,8,3,15,20,46,0,0,0,0,0
416,1,1,0,0,0,1,2,2,2,6,12,0,2,0,0,2,0,0,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,0,0,24,0,0,0,0,0
417,1,2,3,0,0,5,2,10,0,2,14,0,0,39,71,110,0,0,2,3,5,0,0,0,3,3,2,6,4,0,12,2,0,0,1,3,11,14,0,6,31,0,0,0,0,0
418,1,12,3,2,1,18,28,6,22,28,84,38,17,19,0,74,4,1,3,1,9,10,0,0,0,10,9,0,5,0,14,3,0,0,0,3,51,5,17,8,81,0,0,0,0,0
419,1,0,1,0,1,2,0,0,0,18,18,0,0,0,65,65,0,0,0,1,1,0,0,0,0,0,0,0,0,6,6,0,0,2,0,2,5,0,0,4,9,0,0,0,0,0
420,1,2,0,0,0,2,14,4,4,2,24,2,0,0,0,2,0,0,0,1,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,26,0,0,0,26,0,0,0,0,0
421,0,0,1,2,0,3,0,1,0,8,9,0,0,0,66,66,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,6,2,2,12,0,0,0,0,0
422,1,2,3,1,1,7,2,8,0,0,10,0,0,0,0,0,0,1,4,4,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,0,2,0,7,0,0,0,0,0
423,1,1,2,0,2,5,6,0,0,0,6,0,0,24,0,24,0,0,0,0,0,0,0,0,0,0,2,0,12,0,14,0,0,0,0,0,10,0,4,0,14,0,0,0,0,0
424,1,1,1,0,0,2,2,0,0,8,10,0,0,0,0,0,0,0,0,1,1,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,4,3,0,7,14,0,0,0,0,0
425,1,1,0,0,0,1,6,0,10,2,18,3,0,20,0,23,0,0,1,0,1,0,0,0,0,0,4,0,4,0,8,1,0,0,0,1,21,0,6,4,31,0,0,0,0,0
426,1,0,0,0,0,0,10,4,6,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,8,2,22,0,0,0,0,0
427,0,0,0,0,1,1,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0
428,0,0,0,3,0,3,4,0,0,0,4,0,3,0,0,3,0,0,1,0,1,0,0,0,0,0,8,0,0,3,11,0,0,0,0,0,2,2,5,3,12,0,0,0,0,0
429,0,0,1,0,0,1,2,4,7,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,12,1,0,12,25,0,0,0,0,0
430,1,0,0,3,1,4,10,2,8,7,27,0,1,0,0,1,0,2,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,6,0,1,0,0,1
431,1,1,0,1,0,2,4,2,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,5,2,6,1,14,0,0,0,0,0
432,1,1,0,0,1,2,6,2,2,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,12,0,0,0,0,0
433,0,1,0,1,0,2,2,4,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,8,4,0,0,12,0,0,0,0,0
434,1,2,1,0,1,4,10,0,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,10,0,0,13,23,0,0,0,0,0
435,1,3,0,0,0,3,12,0,0,0,12,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,6,0,0,0,0,0
436,0,0,0,1,0,1,10,2,6,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,0,1,20,2,10,0,32,0,0,0,0,0
437,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,5,0,0,0,0,0
438,1,1,0,0,1,2,8,6,4,12,30,0,14,5,0,19,0,0,0,1,1,0,3,0,0,3,0,0,4,0,4,0,0,0,0,0,5,2,0,1,8,0,0,0,0,0
439,0,0,0,1,0,1,4,8,2,8,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,5,1,0,2,8,0,0,0,0,0
440,1,0,1,1,0,2,4,2,2,4,12,0,0,5,5,10,0,2,0,1,3,0,0,0,0,0,0,0,3,0,3,1,0,0,0,1,9,0,6,4,19,0,0,0,0,0
441,1,0,0,0,3,3,4,4,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,2,11,0,0,0,0,0
442,1,0,1,1,0,2,4,2,2,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,0,11,0,0,0,0,0
443,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,1,1,0,0,0,1,6,2,2,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,4,0,0,0,4,0,0,0,0,0
445,1,1,1,1,1,4,11,4,4,2,21,0,0,0,25,25,0,1,0,0,1,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,4,6,2,2,14,0,0,0,0,0
446,0,0,0,0,0,0,14,0,0,0,14,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,17,2,0,4,23,0,0,0,0,0
447,0,0,1,0,1,2,4,0,0,2,6,0,0,15,0,15,0,0,1,2,3,0,0,0,0,0,0,0,3,2,5,0,0,0,0,0,7,0,8,2,17,0,0,0,0,0
448,1,0,1,0,0,1,0,4,2,2,8,0,0,29,35,64,0,0,1,0,1,0,0,3,3,6,0,0,4,4,8,0,0,0,0,0,7,0,4,13,24,0,0,0,0,0
449,0,3,0,2,1,6,4,21,10,0,35,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,2,3,23,32,0,0,0,0,0
450,1,1,0,4,0,5,6,10,10,9,35,0,0,68,141,209,1,1,1,2,5,3,0,3,0,6,2,0,9,0,11,1,0,0,0,1,15,13,10,2,40,0,0,0,0,0
451,0,0,1,0,2,3,4,6,0,4,14,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,13,19,0,0,0,0,0
452,0,0,0,1,0,1,6,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,6,0,0,0,0,0
453,1,2,0,0,0,2,4,2,6,4,16,0,0,0,76,76,0,0,0,2,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,11,0,4,2,17,0,0,0,0,0
454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0
455,1,1,0,0,0,1,8,0,0,2,10,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0
456,1,0,1,0,0,1,2,4,2,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,3,5,0,2,10,0,0,0,0,0
457,1,0,1,0,0,1,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,6,11,0,0,0,0,0
458,0,2,3,0,1,6,6,0,0,0,6,0,0,0,0,0,0,1,1,1,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,1,1,0,1,3,0,0,0,0,0
459,0,1,0,0,2,3,4,4,17,10,35,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,5,19,0,0,1,0,1
460,1,3,1,2,3,9,0,0,0,2,2,0,0,0,0,0,0,0,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,7,0,0,0,0,0
461,0,1,0,1,1,3,6,6,4,4,20,0,0,0,28,28,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,4,13,0,0,0,0,0
462,1,3,0,1,0,4,8,2,12,2,24,0,0,13,0,13,1,0,0,0,1,0,0,0,4,4,2,2,0,3,7,1,0,0,0,1,5,7,4,5,21,0,0,0,0,0
463,0,0,0,1,2,3,2,0,0,0,2,0,0,0,10,10,0,0,0,1,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,22,0,0,15,37,0,0,0,0,0
464,0,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,4,5,11,0,0,0,0,0
465,0,0,3,0,0,3,6,10,4,10,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,8,0,0,0,0,0
466,0,0,1,2,0,3,6,2,4,0,12,0,0,5,26,31,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,4,0,22,0,0,0,0,0
467,0,0,0,0,1,1,2,10,4,6,22,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,7,8,0,0,15,0,0,0,0,0
468,0,2,0,3,1,6,22,0,0,0,22,15,7,0,0,22,1,0,4,11,16,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,25,3,0,7,35,1,0,0,0,1
469,1,1,1,1,3,6,0,0,0,0,0,0,0,14,0,14,2,0,0,1,3,0,2,3,0,5,0,0,0,0,0,0,0,0,0,0,0,12,6,0,18,0,0,0,0,0
470,1,1,0,0,0,1,0,0,4,2,6,0,0,0,48,48,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,10,4,1,6,21,0,0,0,0,0
471,0,2,0,0,0,2,4,0,0,0,4,0,0,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,13,0,0,0,0,0
472,0,3,0,0,0,3,6,3,2,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,5,0,0,0,0,0
473,0,0,0,1,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,11,14,0,0,0,0,0
474,1,0,1,0,0,1,4,6,0,8,18,0,0,0,21,21,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,5,0,19,33,0,0,0,0,0
475,0,1,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0,1,6,0,0,0,0,0
476,1,1,1,0,0,2,2,4,2,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,1,6,2,0,2,10,0,0,0,0,0
477,0,0,0,0,0,0,5,12,2,3,22,0,17,0,10,27,0,4,0,1,5,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,6,19,0,0,25,0,0,0,0,0
478,1,1,0,4,1,6,0,0,0,10,10,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0
479,1,2,0,1,1,4,12,2,12,6,32,0,0,24,52,76,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,1,0,0,1,2,14,1,3,17,35,0,0,0,0,0
480,0,10,3,2,3,18,0,4,0,18,22,0,5,0,0,5,1,3,7,6,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,15,2,0,28,45,0,0,0,0,0
481,0,3,0,0,1,4,6,4,2,5,17,0,0,0,32,32,0,0,1,2,3,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,16,0,10,5,31,1,0,0,0,1
482,1,4,1,0,2,7,0,4,0,8,12,26,0,0,0,26,0,0,1,19,20,0,0,0,0,0,5,0,0,0,5,1,0,0,0,1,5,2,0,4,11,0,0,0,0,0
483,0,1,0,2,0,3,2,4,6,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0
484,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,5,0,0,0,0,0
485,1,1,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0
486,1,1,2,0,1,4,2,4,2,0,8,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,7,0,0,12,19,0,0,0,0,0
487,1,1,2,0,0,3,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,6,0,0,0,0,0
488,0,1,0,0,1,2,10,0,4,14,28,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,12,24,0,0,0,0,0
489,1,1,1,0,0,2,8,0,4,0,12,0,0,15,36,51,0,0,0,0,0,0,0,0,0,0,4,0,0,3,7,0,0,1,0,1,16,3,11,0,30,0,0,0,0,0
490,1,1,2,0,0,3,0,3,0,26,29,0,38,0,82,120,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,2,2,3,6,13,0,0,0,0,0
491,0,0,1,0,0,1,3,4,0,6,13,0,3,0,3,6,0,0,0,0,0,0,0,0,0,0,0,3,0,11,14,0,0,0,0,0,0,5,0,16,21,0,0,0,0,0
492,1,1,0,0,1,2,2,0,0,0,2,0,0,0,5,5,2,1,2,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,3,0,1,10,0,0,0,0,0
493,1,7,1,0,1,9,14,8,0,0,22,0,0,13,42,55,0,1,0,0,1,0,0,0,0,0,2,0,5,0,7,1,0,0,1,2,22,0,0,3,25,0,0,0,0,0
494,0,0,0,2,0,2,0,2,2,27,31,0,0,0,0,0,0,1,0,1,2,0,0,0,4,4,0,0,0,3,3,0,0,1,0,1,2,4,2,33,41,0,0,0,0,0
495,0,0,0,2,0,2,10,0,0,2,12,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,2,0,0,0,0,0
496,1,1,0,1,0,2,0,6,5,4,15,0,0,0,44,44,0,2,0,2,4,0,2,0,0,2,0,4,3,0,7,1,0,0,0,1,1,8,2,5,16,0,0,0,0,0
497,1,2,0,0,0,2,0,2,0,3,5,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0
498,0,1,1,0,0,2,2,4,0,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,9,2,0,0,0,2,12,2,3,5,22,0,0,0,0,0
499,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,0,0,0,0,0
500,0,0,0,1,1,2,0,0,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,5,1,6,0,0,0,0,0
501,1,0,6,0,0,6,17,0,0,22,39,0,10,5,15,30,0,0,1,2,3,0,0,0,0,0,2,0,0,2,4,1,1,1,0,3,28,0,0,10,38,0,0,0,0,0
502,1,2,0,0,1,3,7,6,8,0,21,2,10,0,22,34,1,1,0,1,3,5,0,0,0,5,4,0,0,0,4,0,0,0,2,2,17,1,8,1,27,0,0,0,0,0
503,0,2,0,2,0,4,10,0,10,0,20,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0
504,0,4,0,1,0,5,17,5,13,2,37,1,0,0,0,1,0,2,2,1,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,14,3,5,4,26,1,0,0,0,1
505,0,2,0,0,0,2,14,6,4,10,34,0,0,0,10,10,0,0,2,3,5,0,0,0,2,2,0,0,0,6,6,0,1,0,1,2,8,0,0,10,18,0,0,0,0,0
506,0,0,1,0,1,2,2,0,0,2,4,0,0,0,6,6,0,2,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,0,0,0,0
507,0,1,0,0,1,2,0,2,2,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,13,2,0,3,18,0,0,0,0,0
508,1,2,0,0,0,2,2,2,2,4,10,0,10,0,14,24,0,0,0,0,0,0,2,0,0,2,0,4,4,0,8,0,0,0,0,0,6,6,0,0,12,0,0,0,0,0
509,1,1,0,0,0,1,14,0,0,10,24,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,5,2,0,20,27,0,0,0,0,0
510,0,0,1,0,0,1,4,6,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,7,0,0,0,0,0
511,1,0,1,2,0,3,5,2,5,16,28,0,12,0,30,42,1,0,1,3,5,0,0,0,0,0,0,4,0,0,4,0,0,0,1,1,4,2,0,2,8,0,0,0,0,0
512,1,0,1,0,1,2,2,2,2,21,27,0,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7,0,0,0,0,0
513,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0
514,0,0,1,0,0,1,31,0,0,0,31,0,0,0,3,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,9,0,0,0,0,0
515,1,0,1,0,0,1,2,10,12,4,28,8,0,0,7,15,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,0,0,0,0,0,28,7,0,7,42,0,0,0,0,0
516,0,1,0,0,0,1,4,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,3,10,0,0,0,0,0
517,1,1,0,5,1,7,4,2,2,2,10,0,0,22,111,133,0,0,0,0,0,0,0,0,0,0,4,2,0,0,6,0,0,0,0,0,3,2,4,0,9,0,0,0,0,0
